"special_IDs","LM_ID","lang_rich","area_km2","WE","island_endemics","treatment","log_area","w_mean_growing_season","max_elevation","w_mean_temperature_seasonality","w_mean_Seasonality_Precipitation","dist_continents","dist11k","dist25k","long","lat","abs_lat"
"lpzq",2058,1,50.443204109848,7.30046269568361e-07,0,"empirical",3.92084803227207,311.873399899095,7,414.614734053569,31.2969983950021,1104.95559769976,1104.95559769976,1104.95559769976,-2.23456447340763,46.979895574204,46.979895574204
"wrar",2060,1,51.8319851160049,1.31838671030117e-07,0,"empirical",3.9480074319892,269.490505118019,343,168.253466867174,66.2070243043837,29057.8542165375,29057.8542165375,29057.8542165375,-73.9142215881256,-38.3680151317019,38.3680151317019
"irxl",2064,1,52.9478242937475,3.39096823709678e-06,0,"empirical",3.96930698137785,188.344823224337,49,429.370328963062,28.5364087261402,1608.10494181123,1608.10494181123,1608.10494181123,6.87667213530936,62.8220621736602,62.8220621736602
"gzha",2067,3,49.363436318934,1.70859475959544e-06,0,"empirical",3.8992099946564,239.11297617851,631,466.081501919965,51.656721287061,2147.58339579377,2147.58339579377,2147.58339579377,-123.373527936838,49.3745332026288,49.3745332026288
"xomk",2068,1,50.7935255020857,3.30458344947682e-05,0,"empirical",3.92776889571555,260.517873537469,82,41.0051822203497,71.7759053659737,1411406.28782094,54890.1918700023,54890.1918700023,114.00110054612,-7.08811375617524,7.08811375617524
"ravk",2070,2,51.5952572067035,1.20629038595646e-05,0,"empirical",3.94342975366434,257.516025965655,136,244.264614842944,31.7816532957775,457544.239400153,65498.2306934372,65498.2306934372,-2.96409766353314,59.2971602797041,59.2971602797041
"avav",2075,1,49.3928281851113,0.00473510783267321,1,"empirical",3.89980523521542,365,140,146.125314163109,31.5846383560442,4890228.34490341,2850080.25300475,2850080.25300475,-157.925034253337,-21.9125072107074,21.9125072107074
"bhfj",2076,1,50.3058596341871,0.0190587587265827,1,"empirical",3.91812156404224,366,365,35.4292111425816,14.5484778233596,846802.81175641,8174.25848097299,8174.25848097299,132.675318403209,-3.45631781431546,3.45631781431546
"hfqf",2077,1,50.4446978447959,8.32273086737195e-05,0,"empirical",3.9208776440475,366,5,24.80129651769,16.8413466315106,1273299.34135798,2002.66213748946,2002.66213748946,117.598251147243,3.5646495820729,3.5646495820729
"hyfq",2078,1,48.7616765499115,7.03631105276093e-06,0,"empirical",3.88694468773631,319,14,40.9655429086931,89.0321983147469,797.233634136114,797.233634136114,797.233634136114,103.021039262295,11.4774078702292,11.4774078702292
"najf",2080,1,50.8499829936773,0.000734796537606329,0,"empirical",3.92887978805355,366,25,77.3072782705501,31.3228947539633,368627.774964044,677.404216917116,677.404216917116,144.219491859375,-7.77728042975335,7.77728042975335
"vnfp",2081,2,50.3297635726631,0.000154547120903299,0,"empirical",3.91859662323428,337.525795528259,3,772.370983117421,41.0917497251303,9778.58999008723,9778.58999008723,9778.58999008723,121.838652206799,31.3402309676484,31.3402309676484
"okzp",2083,1,49.8330485690385,1.05688937717806e-05,0,"empirical",3.90867838981263,293.444468247896,482,180.349586949734,117.006670344961,928.198666085774,928.198666085774,928.198666085774,109.364077888148,12.5984309753119,12.5984309753119
"cgts",2086,1,49.460637902841,1.05688937717806e-05,0,"empirical",3.90117715935828,308,4,442.874087043043,79.0911375167826,301.641279220221,301.641279220221,301.641279220221,106.82644156013,20.8831105858226,20.8831105858226
"dnoe",2087,1,49.3898796528811,1.41954054322747e-07,0,"empirical",3.89974553787982,365,1,78.6506495060228,49.6778983248643,1135.20701535795,1135.20701535795,1135.20701535795,-50.8610064247874,-0.871685231729354,0.871685231729354
"nkcv",2088,1,48.8529974659905,0.00157694149973602,0,"empirical",3.88881573722024,365,40,65.1829596549876,48.7168834902731,622888.65009104,178826.899264128,178826.899264128,134.202717914794,-5.78930875811456,5.78930875811456
"btwo",2089,1,49.4656332107261,3.6758346672397e-05,0,"empirical",3.90127814988048,365,198,117.081469457217,33.5582688877616,715963.890448588,2525.18050921014,2525.18050921014,-73.7493346400687,18.6136159909354,18.6136159909354
"gsnf",2092,1,51.1158879445866,0.0021998515222008,0,"empirical",3.93409536756522,280.955187133166,228,56.8343363004444,68.5110220513463,1112077.0430416,656.434809259583,656.434809259583,119.597234236424,11.0533428108349,11.0533428108349
"mjnc",2093,1,47.1394121199846,7.55309965222339e-05,0,"empirical",3.85310942649226,238.062417358874,53,191.378158282251,116.541480314601,0,0,0,93.180537105081,19.9390340850816,19.9390340850816
"mzgl",2095,3,49.7702404670417,1.70859475959544e-06,0,"empirical",3.90741722442483,228.887286891003,587,464.072936961973,36.5446876431183,149.281518056869,149.281518056869,149.281518056869,-130.303424062953,54.2864835285523,54.2864835285523
"cxwm",2096,3,46.5642110072076,1.70859475959544e-06,0,"empirical",3.84083224192816,235.909395592716,436,394.352162949627,42.0280701019863,5875.08984870621,5875.08984870621,5875.08984870621,-128.023998979588,51.6845221944282,51.6845221944282
"nwxz",2098,1,48.2524626832455,3.11935600014416e-05,0,"empirical",3.87644686654976,365,41,58.1876265140725,32.7381968514854,1661861.99365651,94048.4122396454,94048.4122396454,124.564198257357,10.1028908031813,10.1028908031813
"ipea",2099,1,50.3642075331882,0.00062055468842873,0,"empirical",3.91928075479628,366,27,74.6691760901014,24.3169078384294,417341.275753021,354.778433138477,354.778433138477,144.730754431982,-7.58658095174891,7.58658095174891
"drvl",2100,4,49.7088989820331,0.0300768197979238,1,"empirical",3.90618397103878,179.698468368788,23,146.487986259098,110.457428588064,155.622926096857,155.622926096857,155.622926096857,134.888462721471,-12.0963731036882,12.0963731036882
"luhx",2103,1,52.2454884760082,2.34744980649006e-06,0,"empirical",3.9559535421602,283.959210729151,83,766.786802702016,70.4044275738805,1038.69702428703,1038.69702428703,1038.69702428703,126.312464788055,34.8666423504696,34.8666423504696
"yjhx",2105,1,49.3531373925507,0.00171720566723853,0,"empirical",3.89900133817587,363.718692068,274,62.6375085964945,29.7516923477259,776295.697747162,52287.3208165148,52287.3208165148,131.326586934181,-4.11617841503449,4.11617841503449
"ydkc",2107,3,48.9818535801023,0.000129798039104437,0,"empirical",3.8914498944197,154.583238446941,4,221.855695114014,117.926042001043,115.317012501516,115.317012501516,115.317012501516,129.152559891436,-15.0046927489177,15.0046927489177
"famg",2108,1,49.6993480697274,2.68227497378535e-06,0,"empirical",3.90599181570724,271.638096224792,161,773.281593999891,23.0227878365771,660941.856590625,510.401730220955,510.401730220955,136.979863368285,37.1289944785766,37.1289944785766
"pkru",2109,2,49.7297615145799,0.000144264439890214,0,"empirical",3.90660357711048,364.354767339772,21,23.9407375995617,21.8399814924073,213.103390300616,213.103390300616,213.103390300616,-78.4963281802489,2.46959137868595,2.46959137868595
"kgyg",2110,1,48.4753703903407,6.47595454515689e-08,0,"empirical",3.88105584195235,213.308458805257,42,625.019908960659,16.5711703778879,11032.1956289332,11032.1956289332,11032.1956289332,-68.8468253550648,44.077292999457,44.077292999457
"hsqn",2111,3,47.1440080069005,1.70859475959544e-06,0,"empirical",3.85320691737483,241.620328704256,571,469.136606258984,32.4968947202275,1652.47471621599,1652.47471621599,1652.47471621599,-128.082444698837,52.265697961617,52.265697961617
"agsa",2112,1,51.6386918555945,1.31838671030117e-07,0,"empirical",3.94427123365902,318.506772310155,6,261.88544259208,72.2446170610622,504.854561753869,504.854561753869,504.854561753869,-97.4426926074817,21.4277017203348,21.4277017203348
"cban",2113,2,50.300896987319,0.000233413915982086,0,"empirical",3.91802290969657,159.926712565272,82,136.441675716974,128.271596979302,17305.4169750963,17305.4169750963,17305.4169750963,124.405639862317,-15.2948774017668,15.2948774017668
"lwqw",2115,1,45.3312927484512,6.47595454515689e-08,0,"empirical",3.81399758315302,161.027466977093,391,452.913127578202,19.2748514454632,98209.6097337004,98209.6097337004,98209.6097337004,-152.427161456721,57.9231224670453,57.9231224670453
"rsie",2117,1,50.1149788778275,9.7193867951219e-06,0,"empirical",3.91431994300268,252.153238909586,66,396.032296992644,66.0470189723518,20131.8117705105,20131.8117705105,20131.8117705105,110.593801958671,20.9088266882958,20.9088266882958
"fqwz",2118,1,44.1390073522925,6.47595454515689e-08,0,"empirical",3.78734391195525,281.399981612731,81,478.355321185888,65.9836748502764,444.023130014676,444.023130014676,444.023130014676,-122.88371882499,47.2313747244513,47.2313747244513
"vfpa",2119,1,50.8530997352209,6.52224551835928e-06,0,"empirical",3.9289410790481,76.761477804432,8,474.190791956556,73.0246395286865,17807.9792220595,17807.9792220595,17807.9792220595,11.0441423657744,34.6545943678854,34.6545943678854
"vdqa",2120,2,47.79653814435,5.43108887152021e-06,0,"empirical",3.86695321311632,170.335397094732,26,812.224886678888,31.3287749492851,783.286974809242,783.286974809242,783.286974809242,22.15195388929,63.292908764588,63.292908764588
"nhtl",2121,1,52.3243446303532,0.000309452076653316,1,"empirical",3.95746174327232,270.557659988501,33,72.8564412339691,95.8834537261599,4024.34822940085,4024.34822940085,4024.34822940085,98.492207229294,12.451162400128,12.451162400128
"obty",2122,1,50.5244617289864,0.000101834696917194,0,"empirical",3.92245760967502,365,6,63.6427130663417,40.7697453711478,3964.76230518083,3964.76230518083,3964.76230518083,-58.4525005237131,6.97091926464655,6.97091926464655
"tisr",2123,1,47.9168040752411,6.47595454515689e-08,0,"empirical",3.86946625866244,183.017105354582,181,464.930808824824,42.8261986231021,2727.48497819024,2727.48497819024,2727.48497819024,-135.631206341653,58.3533877657903,58.3533877657903
"svvk",2124,1,50.4354324042797,2.65965812887712e-05,0,"empirical",3.92069395196622,365,168,622.708536009878,45.1156007248735,940.111432560522,940.111432560522,940.111432560522,119.596359410211,26.0945080124419,26.0945080124419
"hfts",2125,1,50.4522484242916,1.08279976699069e-07,0,"empirical",3.92102731318594,181.40981024068,38,764.905739287308,34.8942160889039,1526.98776075524,1526.98776075524,1526.98776075524,28.6227954400756,60.300685363479,60.300685363479
"vxab",2127,1,47.6517720669508,6.47595454515689e-08,0,"empirical",3.86391981864167,181,941,292.895690873038,28.9980715991663,576836.431606124,576836.431606124,576836.431606124,-171.254247309748,52.4856451625665,52.4856451625665
"rvce",2128,1,51.2296280805022,1.84080450968094e-06,0,"empirical",3.93631803812585,52.1332881138364,86,470.636416029386,117.501353528397,30834.9243600449,30834.9243600449,30834.9243600449,56.3568018384461,26.8583311812092,26.8583311812092
"mcxw",2131,1,48.9200581926852,0.00059906506465174,1,"empirical",3.8901875003662,332,424,67.6195475421409,36.2205592517043,5775978.09129944,3771161.14358169,3771161.14358169,-151.01264717927,-16.7260533974021,16.7260533974021
"lslu",2133,1,49.3586928565055,0.0027588906286772,1,"empirical",3.89911389740907,256,100,45.75989890589,47.1817891126241,513633.45715978,319030.163541591,319030.163541591,93.5536085938227,7.9808352398969,7.9808352398969
"rpso",2134,1,51.281815932598,3.59981086117931e-06,0,"empirical",3.93733622408757,240.057034745305,649,488.164367943992,54.7606029153434,9138.76156106535,9138.76156106535,9138.76156106535,13.9052623849211,40.7281852782003,40.7281852782003
"xcld",2135,1,50.4802691359073,0.0187679515980592,1,"empirical",3.92158254975415,365,289,53.5691209388793,21.1276503989984,1960663.35871373,811783.820393392,811783.820393392,166.555121166082,-13.1372249836359,13.1372249836359
"jwgh",2136,1,49.6176760941744,0.00265015093241831,1,"empirical",3.90434714311157,363.318169190165,95,71.685228331389,11.6361614923862,849778.629156852,63852.7563387055,63852.7563387055,150.999580406933,-9.61627235418142,9.61627235418142
"wpjh",2137,1,50.5885033002123,1.84080450968094e-06,0,"empirical",3.9237243429722,7.95397346784498,4,727.228038700583,107.599457935542,12825.8634273749,12825.8634273749,12825.8634273749,48.3367734637746,29.4337758701182,29.4337758701182
"euvx",2138,1,49.4911315871286,1.41954054322747e-07,0,"empirical",3.90179349366761,365,25,76.563698026348,49.4628786914149,9020.43417617762,9020.43417617762,9020.43417617762,-51.0845343907922,-0.870795052684983,0.870795052684983
"exzj",2139,1,49.731153704226,7.13633043368007e-06,0,"empirical",3.90663157181862,213.161230657755,389,541.016719984991,60.5110441090869,4328.62274058879,4328.62274058879,4328.62274058879,23.4570894925867,39.1729433764567,39.1729433764567
"xcsr",2142,2,48.9556563068181,5.72324148188616e-05,0,"empirical",3.8909149150448,165.982131483971,206,152.111859672355,120.540231430951,423.738114465432,423.738114465432,423.738114465432,125.185629007707,-15.0799659217025,15.0799659217025
"ujtx",2146,1,49.5192422259042,0.00423228872280627,1,"empirical",3.90236132587445,366,589,17.1530954129339,24.5378915161306,1242986.43917708,131666.293646817,131666.293646817,130.119097807521,-0.0559856026779623,0.0559856026779623
"emdb",2147,1,47.2431433219463,0.00137163046554808,0,"empirical",3.85530752853012,365,23,76.3617560348497,57.9125634321552,267215.289817456,25979.5469886054,25979.5469886054,143.638542779689,-8.50639909290711,8.50639909290711
"bfxk",2148,1,51.5567556265742,0.00430332525579586,1,"empirical",3.94268325185871,365,146,26.7878244428652,33.1254012113241,1634577.55380394,879312.467825519,879312.467825519,159.198448636393,-9.09299927258644,9.09299927258644
"zitd",2150,1,52.6669638094027,1.41954054322747e-07,0,"empirical",3.96398838629362,365,20,85.7619451918807,59.4432829298761,982.502685522843,982.502685522843,982.502685522843,-50.6333148934516,-1.70590426273007,1.70590426273007
"krpi",2151,1,49.0076479830313,0.000425015432117554,0,"empirical",3.89197636721756,365,51,38.6349313503565,38.4959501999196,559879.55078231,34171.7144013242,34171.7144013242,107.062641206238,-2.87617695086387,2.87617695086387
"tqra",2152,1,52.3318134127185,3.50626727734732e-06,0,"empirical",3.95760447318937,0,1,328.192192413193,138.769090787449,4987.81914925167,4987.81914925167,4987.81914925167,36.5646127518658,25.7583620078695,25.7583620078695
"xfxp",2154,1,49.0371481273323,1.31838671030117e-07,0,"empirical",3.89257813592659,365,116,25.1229775784171,66.373439447445,62153.1236841,62153.1236841,62153.1236841,-79.1099779108596,8.26576350872968,8.26576350872968
"jwij",2155,1,51.1011389046907,0.0195623384293949,1,"empirical",3.93380678472432,262.205183917352,436,239.586014361468,31.6305703234414,399810.041698787,62221.3959949137,62221.3959949137,121.54355200903,22.0491685856305,22.0491685856305
"dniv",2156,1,48.0189910237677,5.63055528599749e-06,0,"empirical",3.87159657898902,365,48,27.4392440674801,36.7899740536715,786921.186505402,6970.0303839683,6970.0303839683,110.085509020949,-2.72148135413327,2.72148135413327
"uniz",2157,2,47.9393572977278,1.20629038595646e-05,0,"empirical",3.86993682252772,250.461615101948,205,249.014839045118,31.3879093071796,464646.679995078,52595.5721181381,52595.5721181381,-3.03932376549544,59.1616475980327,59.1616475980327
"ykvj",2158,1,50.0647227540612,2.68227497378535e-06,0,"empirical",3.91331662342469,365,272,584.651748991162,42.9422788015029,346758.125170742,22863.9522030535,22863.9522030535,129.878695638188,31.8422057346806,31.8422057346806
"zuqd",2159,1,47.6480514742434,3.39096823709678e-06,0,"empirical",3.8638417368033,144.420199017834,562,391.62555246578,36.4893959207616,48395.8445428952,48395.8445428952,48395.8445428952,14.1776929709384,68.3060169098028,68.3060169098028
"aisq",2160,1,46.2493287054822,5.77330037333542e-06,0,"empirical",3.83404694937704,165.962391506388,9,110.69138571617,101.373218163811,57212.5880895599,30441.0789252682,30441.0789252682,79.6909242278447,9.51148768925392,9.51148768925392
"zxji",2161,1,50.0943374950439,1.31838671030117e-07,0,"empirical",3.9139079776521,293.338065166154,8,185.37250411615,42.7465155797389,196374.398572307,343.410036302235,343.410036302235,-80.8508290097712,23.1499052012683,23.1499052012683
"sfgu",2162,4,49.3176451735198,0.656095295684133,4,"empirical",3.89828193128279,275.773049814837,131,74.400443333949,64.7600075833438,397582.602866305,276528.243114547,276528.243114547,129.858693728858,-8.15648740811233,8.15648740811233
"uzqb",2164,1,49.6623279750347,6.47595454515689e-08,0,"empirical",3.90524665725422,345,26,101.437668976728,62.6218153768823,33834.3136997623,33834.3136997623,33834.3136997623,-86.9386196878096,16.1010357164919,16.1010357164919
"rjxq",2165,1,49.1358640631661,0.0222390891621196,1,"empirical",3.89458919715211,254.705886959722,88,56.4648417120392,69.8073820093726,524978.157019478,524978.157019478,524978.157019478,92.2542783958083,11.5522174045443,11.5522174045443
"klix",2168,1,46.3763730376959,6.47595454515689e-08,0,"empirical",3.83679012777116,150.143565933203,323,368.232910530424,23.8343601149995,99244.8659570626,99244.8659570626,99244.8659570626,-151.8421647137,58.2180004114881,58.2180004114881
"cgcy",2169,1,45.5142301917076,6.47595454515689e-08,0,"empirical",3.81802502852646,206.260905244262,548,329.507566561101,41.5394636490404,97887.6557977765,97887.6557977765,97887.6557977765,-133.886318285784,55.8915249305507,55.8915249305507
"euhf",2171,1,46.0525552975014,3.39096823709678e-06,0,"empirical",3.82978325079269,211.407429121564,539,629.939634616774,31.5591085917269,1106.55353942222,1106.55353942222,1106.55353942222,5.99330945436089,60.1276310793923,60.1276310793923
"hdxs",2172,1,48.428368085064,0.00309658232044934,0,"empirical",3.88008575948284,365,13,23.5974592120971,33.6068377768935,1510975.71913648,94461.8153837875,94461.8153837875,121.825133377067,6.03870282222632,6.03870282222632
"wjhh",2175,1,49.3828042447567,2.34744980649006e-06,0,"empirical",3.89960227138432,248.998292970232,142,919.882314857482,101.043676508685,3187.06513518058,3187.06513518058,3187.06513518058,126.267991784768,37.784680109493,37.784680109493
"njvx",2176,1,48.4696653839201,1.31838671030117e-07,0,"empirical",3.88093814626259,365,105,192.000292154204,34.1417393675027,5319.55838941485,5319.55838941485,5319.55838941485,-72.9762959876721,-42.7458140057278,42.7458140057278
"czuk",2177,1,47.8262188360095,1.31838671030117e-07,0,"empirical",3.86757400033371,301.759326058171,7,190.695786739102,44.9860854075964,206936.271327583,5831.22729198918,5831.22729198918,-80.181083226496,23.0763415519717,23.0763415519717
"soxc",2178,1,48.4626678731292,3.6758346672397e-05,0,"empirical",3.88079376697102,365,26,90.8460685240117,52.5931978749943,654896.609800713,10058.6094764012,10058.6094764012,-73.634611993251,18.0757419232727,18.0757419232727
"rims",2181,1,47.4287084210664,7.46528930746968e-05,1,"empirical",3.85922770825298,310,5,199.357736416218,55.5497378693336,304344.559170906,177917.717539628,177917.717539628,-77.7027450629651,23.7516143584206,23.7516143584206
"dzmu",2182,1,45.7437138557434,6.47595454515689e-08,0,"empirical",3.82305438022075,138.353105270885,389,454.950142678498,22.0615975335577,5352.94990001005,5352.94990001005,5352.94990001005,-158.808567923546,55.8548203410414,55.8548203410414
"awct",2183,3,48.5086975730956,2.58063235410492e-05,0,"empirical",3.88174311326952,241.497812961049,8,307.325722349752,52.8991730583912,116.962573906701,116.962573906701,116.962573906701,150.922710167915,-23.5834945238065,23.5834945238065
"ocjd.1",2184,1,48.2558471038938,2.34744980649006e-06,0,"empirical",3.87651700394326,285.803658917961,110,698.017375463815,67.3849650860432,24581.0621464889,24581.0621464889,24581.0621464889,125.939684761107,34.7597855391619,34.7597855391619
"tsak",2185,3,48.4998217243701,0.000385282919908166,1,"empirical",3.8815601221505,172.585867697594,42,197.980439756165,99.0030211942892,43068.3823978615,43068.3823978615,43068.3823978615,136.50454165853,-13.7446021510032,13.7446021510032
"tbdt",2186,1,48.030478249304,1.05688937717806e-05,0,"empirical",3.87183577293101,244.291023150654,1,89.3884810920341,76.5432994231995,973.518924335126,973.518924335126,973.518924335126,106.490394462567,9.88670912118836,9.88670912118836
"yloa",2190,1,46.727548356168,0.00269439091391218,1,"empirical",3.84433389131225,359.840144832634,5,72.9683064406211,41.0894976881704,679719.8102706,125003.659787973,125003.659787973,134.515884504146,-5.3843804892218,5.3843804892218
"etmy",2192,1,45.276188781485,4.94558708821312e-06,0,"empirical",3.81278126033222,223,4,271.463017653362,90.111281742601,1074.65642307308,1074.65642307308,1074.65642307308,88.5452397050188,21.7591734584138,21.7591734584138
"lpuf",2193,1,44.129374532029,0.000309452076653316,1,"empirical",3.78712564987553,270.129658085369,365,55.3735973565473,91.664142375436,27348.5349774572,27348.5349774572,27348.5349774572,98.2064165340548,10.1512588354949,10.1512588354949
"snsg",2194,1,44.9036548761651,7.69052821600106e-06,0,"empirical",3.8045191917954,153.994366331934,559,126.137946610862,7.38561697082011,1716694.05905387,1716694.05905387,1716694.05905387,37.9261996922985,-46.6301715840153,46.6301715840153
"egrt",2195,1,45.2254023043206,0.000379283925660935,0,"empirical",3.81165892685972,366,65,25.8674870256149,21.6273203985317,1120287.2443358,10589.6135119305,10589.6135119305,131.107387700593,-1.03816915631977,1.03816915631977
"lyhg",2196,1,48.3185186311603,0.000169951545652244,0,"empirical",3.8778148956889,195.421775923624,61,186.041544292994,47.4910108692924,916.483573287367,916.483573287367,916.483573287367,32.9486979687919,-26.0181345391712,26.0181345391712
"ywds",2197,1,44.7553712129593,4.94558708821312e-06,0,"empirical",3.80121146462342,220.663888539439,6,316.767234992961,88.1084161705608,0,0,0,88.6713991780728,21.9804142484333,21.9804142484333
"ptiu",2198,1,46.786524543073,1.31838671030117e-07,0,"empirical",3.84559522434793,299.304588659889,22,98.4336290750621,66.7804293655893,1008.01868529946,1008.01868529946,1008.01868529946,-82.3830154022096,8.24580334124429,8.24580334124429
"mfqv",2201,1,47.4234900139272,0.000322044824089442,1,"empirical",3.85911767586089,362.188465125292,870,38.8966853630286,27.2810583052888,4088451.44566642,2627688.99324365,2627688.99324365,-169.479642765669,-14.2382720374699,14.2382720374699
"ksbk",2204,1,43.7826841585338,1.31838671030117e-07,0,"empirical",3.77923840036914,365,108,165.996329532789,38.7750108717252,18189.6759430123,18189.6759430123,18189.6759430123,-73.1149334985547,-42.2975364139823,42.2975364139823
"lcrb",2208,1,44.0373511351645,3.60907449693614e-05,0,"empirical",3.78503816325096,156.33065908244,349,506.165514913724,28.3805633172042,10159.2079440493,10159.2079440493,10159.2079440493,-147.933856186698,60.6987531447282,60.6987531447282
"rcol",2209,1,45.0152772078291,0.00276117655127943,1,"empirical",3.80700192566275,365.861961234123,24,59.546874314828,19.0406340930459,920800.179758393,153699.190063244,153699.190063244,150.948927601908,-8.52826653376337,8.52826653376337
"voig",2211,1,45.8031259793788,0.0234378728986469,1,"empirical",3.82435234161589,366,132,33.3479428684876,13.7094843666316,2898695.37879171,1508694.83492908,1508694.83492908,177.080801415915,-12.5033987768075,12.5033987768075
"ahnn",2213,1,44.5050628427416,6.47595454515689e-08,0,"empirical",3.79560295444768,0,1,12.3512292822267,23.3952620099423,2462136.83225492,1381536.86710181,1381536.86710181,154.280723260745,8.1510849360235,8.1510849360235
"auhf",2215,1,45.9896375043318,3.39096823709678e-06,0,"empirical",3.82841609946666,122.362039115656,535,526.337490728513,25.5351244640628,2279.5907153294,2279.5907153294,2279.5907153294,21.7329277636721,70.3270524671046,70.3270524671046
"hmny",2216,3,45.0814537145197,1.70859475959544e-06,0,"empirical",3.80847093608996,216.664979628526,544,349.851689649025,42.7705229491522,155688.706487894,155688.706487894,155688.706487894,-131.755481229207,52.8318365907529,52.8318365907529
"cpfs",2217,1,47.1628342196345,6.47595454515689e-08,0,"empirical",3.85360617181999,355.649543190349,127,388.432391413573,9.39510906287358,1934133.65745838,0,0,171.442800210573,-44.1128079094263,44.1128079094263
"ykjo",2218,1,44.465842563659,0.0099373848456562,1,"empirical",3.79472131159053,365,292,158.313143634463,21.3310645943943,5659588.68909357,3423700.06799693,3423700.06799693,-149.471526319994,-23.3802121429811,23.3802121429811
"yyth",2220,1,43.1868088692427,6.47595454515689e-08,0,"empirical",3.76553509837217,136,264,361.326901224482,25.9215705958101,71277.9399828295,71277.9399828295,71277.9399828295,-159.267012005659,54.9015257005357,54.9015257005357
"kjpj",2221,3,48.096399474889,1.70859475959544e-06,0,"empirical",3.87320731931803,261.64658348645,339,371.750948034399,52.444803833896,1223.76246951777,1223.76246951777,1223.76246951777,-126.82323877947,50.8623474999246,50.8623474999246
"vpfv",2222,1,43.4973488301039,6.47595454515689e-08,0,"empirical",3.77269998980294,233.701745520952,235,415.738675883525,39.0297944725306,15054.2977388081,15054.2977388081,15054.2977388081,-129.950514253732,53.5039641470451,53.5039641470451
"ssrl",2225,1,40.097777351737,6.47595454515689e-08,0,"empirical",3.69132090513887,148.624330546274,274,415.742808233904,23.6144158846451,11721.59134305,11721.59134305,11721.59134305,-161.614358498365,55.2235177063649,55.2235177063649
"pkwu",2226,1,44.113289074041,0.0046546389778807,1,"empirical",3.78676107660657,366,861,22.0093408360129,55.4282644311744,842008.512374741,26900.0434101585,26900.0434101585,148.080848729059,-5.40884525228887,5.40884525228887
"aawz",2227,3,46.329063527286,1.70859475959544e-06,0,"empirical",3.83576948612878,201.231645837373,797,600.838357656908,49.7918895929505,2646.9909697348,2646.9909697348,2646.9909697348,-128.973896815501,53.723157286088,53.723157286088
"inqb",2228,1,43.8774520388106,5.63055528599749e-06,0,"empirical",3.78140056714887,366,70,49.7227364298996,27.7631189691063,39300.6578655946,36616.8192366287,36616.8192366287,103.454637643004,0.882361726055752,0.882361726055752
"xqln",2230,1,44.867412478663,0.00309658232044934,0,"empirical",3.80371175125718,366,363,28.0875229296189,29.6711945668732,1461739.47664826,150315.892911388,150315.892911388,121.165090959177,5.81434597014302,5.81434597014302
"gslv",2234,2,45.400677639991,0.00190372433785223,1,"empirical",3.8155270309269,264.529560747523,58,37.164524715841,68.0863038778124,1306995.36954834,155196.420947558,155196.420947558,115.62188155602,-6.97755039551372,6.97755039551372
"cdry",2235,1,43.9154862053692,0.0019072104257272,1,"empirical",3.78226701881796,365,1320,18.6420613763174,58.2454643908865,812009.583464938,69497.6469824011,69497.6469824011,147.58875489431,-5.31324404019357,5.31324404019357
"ifgl",2236,1,42.5430066913832,0.00065267787773814,1,"empirical",3.75051548643248,192.579999489175,29,82.901969718249,132.463462847327,42400.014057501,42400.014057501,42400.014057501,-16.0774627996525,11.3304899156603,11.3304899156603
"fbet",2237,1,47.1908845491707,8.39440930927888e-05,0,"empirical",3.85420074998243,323.894724187676,92,546.277779621505,54.3035651843098,7565.3443429818,7565.3443429818,7565.3443429818,119.499897983973,25.2073491811927,25.2073491811927
"bogb",2238,2,47.3968617804348,9.31928406645183e-06,0,"empirical",3.85855601934542,20.4507339509632,6,923.154498003835,103.36881496164,2901.27282817577,2901.27282817577,2901.27282817577,48.0978684455849,29.9242345104339,29.9242345104339
"zgzx",2239,1,47.240258783102,2.34744980649006e-06,0,"empirical",3.85524646936458,290.380765805877,142,763.831076275078,70.987263629598,1446.97577219529,1446.97577219529,1446.97577219529,126.802682735255,34.4013843570482,34.4013843570482
"wiwx",2240,1,44.4213766865432,6.47595454515689e-08,0,"empirical",3.79372081047912,206.241264297134,652,450.715522440286,38.780544194126,2634.00701455631,2634.00701455631,2634.00701455631,-130.179395570817,54.0323478584138,54.0323478584138
"yqiz",2241,1,44.1101590197068,1.31838671030117e-07,0,"empirical",3.78669011918192,195.57172147624,7,142.049181609617,93.9763990376346,19552.8670488885,19552.8670488885,19552.8670488885,-80.0701593893341,-2.87076640476738,2.87076640476738
"fslp",2243,1,43.833590389695,0.000358184328847163,0,"empirical",3.7804004273362,366,53,36.9327344680353,24.4697166777757,1371911.48089578,55003.8931897058,55003.8931897058,119.78071970876,5.07565823150082,5.07565823150082
"sgsa",2245,2,41.3825427033007,2.63624818428774e-05,0,"empirical",3.72285911806854,224.403707452055,53,755.038552736311,14.8651671298171,307.458380865312,307.458380865312,307.458380865312,-69.7480780279466,43.8156728247895,43.8156728247895
"dril",2246,2,45.4474183029961,0.000217289533960948,0,"empirical",3.81655601599575,365,17,29.341080292937,36.7501588494318,1062.58932875195,1062.58932875195,1062.58932875195,-78.9761871620236,1.17940281176484,1.17940281176484
"crmn",2247,2,43.6452320590615,5.43108887152021e-06,0,"empirical",3.77609404514102,167.590117278753,7,722.101175244614,29.5119549383529,9279.92477137019,9279.92477137019,9279.92477137019,21.3395331987039,63.3418675609543,63.3418675609543
